transcription,LaTeX,Source,whisper_base_predSE,whisper_medium_predSE,MathSpeech_LaTeX_result_medium
minus a half x zero,$-\frac{1}{2}x_{0}$,https://www.youtube.com/watch?v=sRIDVAcoG5A,minus a half x0.,Minus 1 by 2 x 0.,"$-\frac{1}{2x},0$"
five halves over x zero,$\frac{5}{2}\over x_0$,https://www.youtube.com/watch?v=sRIDVAcoG5A,5 halves over x0.,5 halves over x zero.,"$\frac{5}{2}/x,0$"
x one is a half times two,$\displaystyle \mathbb{x}_{1}=\frac{1}{2}\times 2$ ,https://www.youtube.com/watch?v=sRIDVAcoG5A,x1 is a half times 2.,x1 is 1 by 2.,$\mathrm{X}_{1}\mathrm{S}^{1\times2}$
9 4ths plus 5 halves times 4 9ths,$(9/4+5/2)\times(4/9)$,https://www.youtube.com/watch?v=sRIDVAcoG5A,9 fourths plus 5 halves times 4 ninths.,9 4ths plus 5 halves times 4 9ths.,$(9/4+5/2)\times(4/9)$
square root of 5 minus xn,$\sqrt{5}-x_n$,https://www.youtube.com/watch?v=sRIDVAcoG5A,square root of 5 minus x anode.,Square root of 5 minus xn.,$\sqrt{5-xn}$
one minus a half,$1-\frac{1}{2}$,https://www.youtube.com/watch?v=sRIDVAcoG5A,The one minus a half I got,The 1 minus 1.5 I got.,$\beta(1-1.5i\cdot)$
x minus x1 in absolute value,$|x-x_1|$ ,https://www.youtube.com/watch?v=4Q37iOyBq44,x minus x1 in absolute value.,x minus x1 in absolute value.,$||x-x1||$
e2 would be x minus x2 in absolute value,$\displaystyle \mathbb{e}_2 = |x - x_{2}|$,https://www.youtube.com/watch?v=4Q37iOyBq44,E2 would be x minus x2 in absolute value.,"E2 would be x minus x2, an absolute value.",$\displaystyle\mathbb{E}_{2ab}x-x_{2a}|$
y equals x squared minus 5,$y=x^{2}-5$,https://www.youtube.com/watch?v=4Q37iOyBq44,2 equals x squared minus 5.,y equals x squared minus 5.,$y=x^{2}-5$
the interval a less than x less than b,$[a<x<b]$,https://www.youtube.com/watch?v=4Q37iOyBq44,the interval a less than x less than b.,The interval a less than x less than b.,$[a<x<b]$
f of b minus f of a divided by b minus a,$(f(b)-f(a))/(b-a)$,https://www.youtube.com/watch?v=4Q37iOyBq44,F of B minus F of A divided by B minus A.,And f of b minus f of a divided by b minus a.,$\frac{nf(b)-f(a)}{b-a}$
f of b minus f of a over b minus a is equal to f prime of c,$ \frac{f(b)-f(a)}{b-a}=f^{\prime}(c) $,https://www.youtube.com/watch?v=4Q37iOyBq44,F of b minus F of a over b minus a is equal to F prime of c.,f of b minus f of a over b minus a is equal to f prime of c.,$f(b)-f\left(\frac{a}{b-a}\right)=f^{\prime}(c)$
f of b is equal to f of a plus f prime of c times b minus a,$f(b)=f(a)+f^{\prime}(c)(b - a)$,https://www.youtube.com/watch?v=4Q37iOyBq44,f of b is equal to f of a plus f prime of c times b minus a.,f of b is equal to f of a plus f prime of c times b minus a.,$F(b):=F(a)+F^{\prime}(c(b-a))$
e to the x minus 1 plus x,$e^{x}-1+x$,https://www.youtube.com/watch?v=4Q37iOyBq44,e to the x minus 1 plus x.,e to the x minus 1 plus x.,$e^{x}-1+x$
 e to the 0 minus 1 plus 0,$(e^{0}-1)+0$,https://www.youtube.com/watch?v=4Q37iOyBq44,e to the zero minus one plus zero.,e to the 0 minus 1 plus 0.,$(e^{0}-1)+0$
f prime of x is e to the x,$f^{\prime}(x)=e^{x}$,https://www.youtube.com/watch?v=4Q37iOyBq44,f prime of x is e to the x.,f' of x is e to the x.,$f^{\prime}(x)e^{x}$
e to the x is bigger than 1 plus x plus x squared over 2,$e^{x}>(1+x+\frac{x^{2}}{2})$,https://www.youtube.com/watch?v=4Q37iOyBq44,e to the x is bigger than 1 plus x plus x squared over 2.,e to the x is bigger than 1 plus x plus x squared over 2.,$e^{x}\simO(1+x+\frac{x^{2}}{2})$
x squared over 2,$\frac{x^{2}}{2}$,https://www.youtube.com/watch?v=4Q37iOyBq44,X squared over 2.,x squared over 2.,$\frac{x^{2}}{2}$
x cubed over 3 times 2,$\frac{x^{3}}{3\times 2}$,https://www.youtube.com/watch?v=4Q37iOyBq44,It's cubed over three times two.,It's cubed over 3 times 2.,$\frac{s^{3}}{3}\times2$
x to the fourth over four times three times two,$x^{4}\over{4\times3\times2}$,https://www.youtube.com/watch?v=4Q37iOyBq44,x to the fourth over four times three times two.,x to the fourth over 4 times 3 times 2.,$X^{4\over4}\times3\times2$
x to the 1 3rd,$x^{\frac{1}{3}}$,https://www.youtube.com/watch?v=-MI0b4h3rS0,Next to the one third.,x to the 1 third.,$X^{\frac{1}{3}}$
one-third x to the minus two thirds,$\frac{1}{3}x^{-\frac{2}{3}}$,https://www.youtube.com/watch?v=-MI0b4h3rS0,1 third x to the minus 2 thirds.,1 third x to the minus 2 thirds.,$\frac{1}{3}x^{-\frac{2}{3}}$
y is equal to 64 to the 1 3rd,$y\mathrel{\mathop{=}}64^{1/3}$,https://www.youtube.com/watch?v=-MI0b4h3rS0,y is equal to 64 to the 1-third.,y is equal to 64 to the 1 third.,$y\mathrel{\mathop{:}}=64^{1/3}$
dy is 1 3rd times 64 to the minus 2 3rds dx,$dy=\frac{1}{3}64^{-\frac{2}{3}}dx$,https://www.youtube.com/watch?v=-MI0b4h3rS0,d y is 1 third times 64 to the minus 2 thirds dx.,dy is 1 third times 64 to the minus 2 thirds dx.,$dy\sim\frac{1}{3}64^{-\frac{2}{3}}dx$
dy is equal to 1 48th dx,$dy=\frac{1}{48}dx$,https://www.youtube.com/watch?v=-MI0b4h3rS0,d y is equal to 148 dx.,dy is equal to 1 48th dx.,$dy:=\frac{1}{48}dx$
f prime of a times x minus a,$f^{\prime}(a)(x-a)$,https://www.youtube.com/watch?v=-MI0b4h3rS0,of prime of A times x minus A.,f' of a times x minus a.,$f^{\prime}(Ax-a)$
f of x is x to the 1 3rd,$f(x)=x^{1/3}$,https://www.youtube.com/watch?v=-MI0b4h3rS0,f of x is x to the 1 third.,f of x is x to the 1 third.,$f(x)\asympx^{1/3}$
4 plus 1 over 48 times x minus a,$(4+\frac{1}{48}(x-a))$,https://www.youtube.com/watch?v=-MI0b4h3rS0,"4 plus 1 over 48 times x minus a, which","4 plus 1 over 48 times x minus a, which is 4.",$4+\frac{1}{48}x-a=4$
one over a plus one,$\frac{1}{a+1}$,https://www.youtube.com/watch?v=-MI0b4h3rS0,1 over a plus 1.,1 over a plus 1.,$\frac{1}{a+1}$
1 over negative x times the derivative with respect to x of negative x,$\displaystyle \frac{1}{-x}\frac{d}{dx}(-x)$,https://www.youtube.com/watch?v=-MI0b4h3rS0,1 over negative x times the derivative with respect to x of negative x.,1 over negative x times the derivative with respect to x of negative x.,$\displaystyle\frac{1}{-x}\frac{d}{dx}(-x)$
integral of secant squared x dx,$\int \sec^{2}xdx$,https://www.youtube.com/watch?v=-MI0b4h3rS0,integral of secant squared x dx.,The integral of secant squared x dx.,$\int\sec^{2}xdx$
sine inverse x,$\sin^{-1}x$,https://www.youtube.com/watch?v=-MI0b4h3rS0,sin inverse x.,Sine inverse x.,$\psi^{-1}x$
the integral of dx over 1 plus x squared,$\int\frac{dx}{1+x^{2}}$,https://www.youtube.com/watch?v=-MI0b4h3rS0,the integral of d x of a 1 plus x squared.,The integral of dx over 1 plus x squared.,$\int\frac{dx}{1+x^{2}}$
f of x equals g of x plus a constant,$f(x)=g(x)+\text{constant}$,https://www.youtube.com/watch?v=-MI0b4h3rS0,f of x equals g of x plus a constant.,f of x equals g of x plus a constant.,$f(x)=g(x)+\text{const.}$
u is equal to x to the fourth plus two,$u=x^{4}+2$.,https://www.youtube.com/watch?v=-MI0b4h3rS0,u is equal to x to the fourth plus 2.,u is equal to x to the fourth plus 2.,$u:=x^{4}+2$
1 24 x to the 4th plus 2 to the power 6 plus c,$\frac{1}{24}x^{4}+2^{6}+c$,https://www.youtube.com/watch?v=-MI0b4h3rS0,124th x to the 4th plus 2 to the power 6 plus c.,It's 1 24th x to the 4th plus 2 to the power 6 plus c.,$\displaystyle\text{Id}_{\frac{1}{24}x^{4}+a^{6}+c}$
the integral of u to the minus a half du,$\int u^{-\frac{1}{2}}\mathrm{d}u$,https://www.youtube.com/watch?v=-MI0b4h3rS0,It leads to the integral of u to the minus a half d u.,It leads to the integral of u to the minus 1 half du.,$e\leadsto\intu^{-\frac{1}{2}}\mathrm{d}u$
half one plus x squared to the minus a half times two x,${\frac{1}{2}}(1+x^{2})^{-\frac{1}{2}}2x$,https://www.youtube.com/watch?v=-MI0b4h3rS0,"1.5, 1 plus x squared to the minus 1.5 times 2x.",1 1 plus x squared to the minus 1 half times 2 x.,$(1+x^{2})^{-\frac{1}{2}}2x$
square root of 1 plus x squared plus c,$\sqrt{1+x^{2}}+c$,https://www.youtube.com/watch?v=-MI0b4h3rS0,square root of 1 plus x square plus c.,Square root of 1 plus x squared plus c.,$\sqrt{1+x^{2}+c}$
6 e to the 6x,$6\mathrm{e}^{6x}$,https://www.youtube.com/watch?v=-MI0b4h3rS0,6 e to the 6x.,6e to the 6x.,$6\mathrm{e}^{6x}$
x e to the minus x squared,$xe^{-x^{2}}$,https://www.youtube.com/watch?v=-MI0b4h3rS0,x times e to the minus x squared.,x times e to the minus x squared.,$xe^{-x^{2}}$
sine x cosine x dx,$\sin x\cos xdx$,https://www.youtube.com/watch?v=-MI0b4h3rS0,sine x cosine x dx,Sine x cosine x dx.,$\sinx\cosxdx$
2 cosine x times minus sine x,$2\cos x\cdot(-\sin x)$,https://www.youtube.com/watch?v=-MI0b4h3rS0,2 cosine x times minus sine x.,2 cosine x times minus sine x.,$2\cosx\cdot-\sinx$
the integral of sine x cosine x dx is equal to negative a half cosine squared x plus c,$\int\sin x\cos xdx=-\frac{1}{2}\cos^{2}x+C$,https://www.youtube.com/watch?v=-MI0b4h3rS0,The integral of sine x cosine x dx is equal to negative a half cosine squared x plus c.,The integral of sin x cosine x dx is equal to negative 1 by 2 cosine squared x plus c.,$\int\sinx\cosxdx=-\frac{1}{2\cos^{2}x+C}$
 sine squared x ,$\sin^{2}x$,https://www.youtube.com/watch?v=-MI0b4h3rS0,sine squared x.,Sine squared x.,$\sin^{2}x$
a half sine squared plus cosine squared,$\frac{1}{2}\sin^{2}+\cos^{2}$,https://www.youtube.com/watch?v=-MI0b4h3rS0,The half sine squared plus cosine squared.,1 by 2 sine squared plus cosine squared.,$\displaystyle\frac{1}{2\sin^{2}+\cos^{2}}$
one over u,$\frac{1}{u}$,https://www.youtube.com/watch?v=-MI0b4h3rS0,One over you.,One over you.,$\frac{1}{u}$
log x plus c,$\log x+c$,https://www.youtube.com/watch?v=-MI0b4h3rS0,log x plus z.,log x plus c.,$\logx+c$
2b over n,$\frac{2b}{n}$,https://www.youtube.com/watch?v=hjZhPczMkL4,2B over N.,2b over n.,$\frac{2b}{n}$
b over n times 2b over n squared,$(b/n)\times(2b/n^{2})$,https://www.youtube.com/watch?v=hjZhPczMkL4,over n times 2b over n squared.,b over n times 2b over n squared.,$B/N\times2B/N^{2}$
 b over n times n b over n squared,$(b/n)\times(nb/n^{2})$,https://www.youtube.com/watch?v=hjZhPczMkL4,over n times n the over n squared. So that's.,b over n times n b over n squared.,$B/n\timesnB/n^{2}$
1 3rd n cubed,$\frac{1}{3}n^{3}$,https://www.youtube.com/watch?v=hjZhPczMkL4,One third and cubed.,1 third n cubed.,$\frac{1}{3}n^{3}$
n plus 1 squared times n plus 1,$(n+1)^{2}(n+1)$,https://www.youtube.com/watch?v=hjZhPczMkL4,n plus 1 squared times n plus 1.,n plus 1 squared times n plus 1.,$(n+1)^{2}(n+1)$
 n plus 1 cubed divided by n cubed,$(n+1)^{3}/n^{3}$,https://www.youtube.com/watch?v=hjZhPczMkL4,n plus 1 cubed divided by n cubed.,n plus 1 cubed divided by n cubed.,$(n+1)^{3}/n^{3}$
the integral from 0 to b x squared dx,$\int_{0}^{b}x^{2}dx$,https://www.youtube.com/watch?v=hjZhPczMkL4,The integral from 0 to b x squared dx.,"The integral from 0 to b, x squared dx.",$\int_{0}^{b}x^{2}dx$
1 3rd n cubed,$\frac{1}{3}n^{3}$,https://www.youtube.com/watch?v=hjZhPczMkL4,One third and cute.,One third and cubed.,$\frac{1}{3}n^{3}$
the sum of a i i equals 1 to n is a 1 plus a 2 plus dot dot dot plus a n,$\sum^{n}_{i=1}a_{i}=a_{1}+a_{2}+\cdots+a_{n}$,https://www.youtube.com/watch?v=hjZhPczMkL4,"The sum of Ai equals 1 to n is a1 plus a2 plus dot, dot, dot, plus a n.","The sum of a i, i equals 1 to n, is a 1 plus a 2 plus dot dot dot plus a n.",$\sum(a_{i})_{i=1}^{n}a_{1}+a_{2}+\cdots+a_{n}$
1 over n cubed times the sum i squared. i equals 1 to n,$\frac{1}{n^{3}}\sum_{i=1}^{n}{i}^{2}$,https://www.youtube.com/watch?v=hjZhPczMkL4,1 over n cubed times the sum i squared i equals 1 to n.,1 over n cubed times the sum i squared. i equals 1 to n.,$\{1/n^{3}A_{i}^{2}\}_{i=1}^{n}$
b over n times i b over n squared,$\frac{b}{n}\times(\frac{ib}{n})^{2}$,https://www.youtube.com/watch?v=hjZhPczMkL4,b over n times i b over n squared.,b over n times i b over n squared.,$\frac{B}{N}\times\frac{IB}{N^{2}}$
b cubed over n cubed,$\frac{b^{3}}{n^{3}}$,https://www.youtube.com/watch?v=hjZhPczMkL4,Be cubed over n cubed.,b cubed over n cubed.,$\frac{B^{3}}{N^{3}}$
f of x is equal to x,$f(\mathbf{x})=\mathbf{x}$,https://www.youtube.com/watch?v=hjZhPczMkL4,f of x is equal to x.,f of x is equal to x.,$f(\mathbf{x}):=\mathbf{x}$
f of x is x cubed,$\displaystyle f(x)=x^{3}$,https://www.youtube.com/watch?v=hjZhPczMkL4,"When f of x is x cubed,",When f of x is x cubed.,$\displaystyle\text{when}f(x)\text{is}x^{3}$
b minus a over n,$\frac{b-a}{n}$,https://www.youtube.com/watch?v=hjZhPczMkL4,B minus A over N.,b minus a over n.,$\frac{b-a}{N}$
e to the r times 1 minus t,$e^{r}(1 - t)$,https://www.youtube.com/watch?v=hjZhPczMkL4,e to the r times 1 minus t.,e to the r times 1 minus t.,$e^{r(1-t)}$
i over 365 f of t dt,$\displaystyle \frac{i}{365}f(t)dt$,https://www.youtube.com/watch?v=hjZhPczMkL4,"I over 365 F of T, T.",i over 365 f of t dt.,$\displaystyle\frac{i}{365}f(t)dt$
f of b minus f of a,$\displaystyle f(b)-f(a)$,https://www.youtube.com/watch?v=1RLctDS2hUQ,F of B minus F of A.,f of b minus f of a.,$F(b)-F(a)$
b cubed over 3 minus a cubed over 3,$\frac{b^{3}}{3}-\frac{a^{3}}{3}$,https://www.youtube.com/watch?v=1RLctDS2hUQ,Be cubed over 3 minus a cubed over 3.,b cubed over 3 minus a cubed over 3.,$\frac{b^{3}}{3}-\frac{a^{3}}{3}$
minus cosine pi,$-\cos\pi$,https://www.youtube.com/watch?v=1RLctDS2hUQ,minus cosine pi.,Minus cosine pi.,$-\cos\pi$
x of b minus x of a,$x(b)-x(a)$,https://www.youtube.com/watch?v=1RLctDS2hUQ,of V minus x of A.,x of b minus x of a.,$x(b)-x(a)$
integral from 0 to 2pi of sine x dx,$\int_{0}^{2\pi}\sin xdx$,https://www.youtube.com/watch?v=1RLctDS2hUQ,integral from 0 to 2 pi of sine x dx.,Integral from 0 to 2 pi of sine x dx.,$\int_{0}^{2\pi}\sinxdx$
minus cosine 2pi,$-\cos2\pi$,https://www.youtube.com/watch?v=1RLctDS2hUQ,minus cosine 2 pi.,Minus cosine 2 pi.,$-\cos2\pi$
minus the integral from b to a of f of x dx,$\displaystyle -\int_{b}^{a}f(x)dx$,https://www.youtube.com/watch?v=1RLctDS2hUQ,minus the integral from b to a of f of x d x.,minus the integral from b to a of f of x dx.,$\displaystyle-\int_{b}^{a}f(x)dx$
e to the b minus e to the zero,$e^{b}-e^{0}$,https://www.youtube.com/watch?v=1RLctDS2hUQ,e to the b minus e to the zero.,e to the b minus e to the 0.,$E^{b}-E^{0}$
the integral from 0 to b e to the x dx is greater than or equal to the integral from 0 to b 1 plus x dx,$\int_{0}^{b}e^xdx\geq\int_{0}^{b}(1 + x)dx$,https://www.youtube.com/watch?v=1RLctDS2hUQ,The integral from 0 to b e to the x dx is greater than or equal to the integral from 0 to b 1 plus x dx.,The integral from 0 to b e to the x dx is greater than or equal to the integral from 0 to b 1 plus x dx.,$\int_{0}^{b}e^{x}dx\geq\int_{0}^{b}(1+x)dx$
e to the b minus 1 is greater than or equal to b plus b squared over 2,$e^{b}-1\geq b+\frac{b^{2}}{2}$,https://www.youtube.com/watch?v=1RLctDS2hUQ,e to the b minus 1 is greater than or equal to b plus b squared over 2.,e to the b minus 1 is greater than or equal to b plus b,$b^{B}-1\geqb+B$
b greater than or equal to 0,$b\geq 0$,https://www.youtube.com/watch?v=1RLctDS2hUQ,be greater than or equal to 0.,be greater than or equal to 0.,$B\geqslant0$
u equals x cubed plus 2,$u=x^{3}+2$,https://www.youtube.com/watch?v=1RLctDS2hUQ,u equals x cubed plus 2.,u equals x cubed plus 2.,$u=x^{3}+2$
du is equal to 2x dx,$du\mathrel{\mathop{=}}2xdx$,https://www.youtube.com/watch?v=1RLctDS2hUQ,du is equal to 2x dx.,du is equal to 2x dx.,$dU\mathrel{\mathop{:}}=2xdx$
dx is equal to f of b minus f of a,$dx=f(b)-f(a)$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,dx is equal to f of b minus f of a.,dx is equal to f of b minus f of a.,$Dx:=f(b)-f(a)$
one over b minus a ,$\frac{1}{b-a}$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,1 over b minus a.,1 over b minus a.,$\frac{1}{b-a}$
f of 4 minus f of 0 is equal to f prime of c times 4 minus 0,$f(4)-f(0)=f^{\prime}(c)(4 - 0)$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,f of 4 minus f of 0 is equal to f prime of c times 4 minus 0.,f of 4 minus f of 0 is equal to f' c times 4 minus 0.,$f(4)-f(0):=f^{\prime}c(4)-0$
1 over 1 plus c times 4,$\frac{1}{1 + c}(4)$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,1 over 1 plus c times 4.,1 over 1 plus c times 4.,$\frac{1}{1+c(4)}$
 y equals one over one plus x,$y=\frac{1}{1+x}$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,y equals 1 over 1 plus x.,y equals 1 over 1 plus x.,$y=\frac{1}{1+x}$
dt over t squared,$\frac{dt}{t^{2}}$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,dT over T squared.,dt over t squared.,$\frac{dt}{t^{2}}$
the integral from 0 to x of f of t dt,$\left(\int_{0}^{x}f(t)dt\right)$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,The integral from 0 to x of f of t dt.,The integral from 0 to x of f of t dt.,$\int_{0}^{x}f(t)dt$
1 over t squared,$\frac{1}{t^2}$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,1 over t squared.,1 over t squared.,$\frac{1}{T^{2}}$
g of x is 1 minus 1 over x,$g(x)=1-\frac{1}{x}$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,GFX is 1-1 over X.,G of x is 1 minus 1 over x.,$g(x)\sim1-\frac{1}{x}$
f prime of x is equal to g prime of x,$f^{\prime}(x)\mathrel{\mathop{}}=g^{\prime}(x)$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,of x is equal to g prime of x.,f prime of x is equal to g prime of x.,$f^{\prime}(x)\mathrel{\mathop{:}}=g^{\prime}(x)$
f of b minus f of a and that's equal to g of b plus c minus g of a plus c,$f(b)-f(a)\stackrel{{\scriptstyle\text{def}}}{{=}}g(b+c)-g(a+c)$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,f of b minus f of a. And that's equal to g of b plus c minus g of a plus c.,F of b minus f of a. And that's equal to g of b plus c minus g of a plus c.,$F(b)-F(a)\stackrel{{\scriptstyle\text{def}}}{{=}}G(b+c)-G(a+c)$
f of x is equal to minus 1 over x,$\mathcal{f}(x)=-\frac{1}{x}$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,f of x is equal to minus 1 over x.,F of x is equal to minus 1 over x.,$f(x):=-\frac{1}{x}$
L of x equals the integral from 1 to x dt over t,$L(x)=\int_{1}^{x}\frac{dt}{t}$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,L of x equals the integral from 1 to x dT over T.,L of x equals the integral from 1 to x dt over t.,$L(x)=\int_{1}^{x}\frac{dt}{t}$
 integral from 0 to x of e to the minus t squared dt,$\int_{0}^{x}e^{-t^{2}}dt$,https://www.youtube.com/watch?v=Pd2xP5zDsRw,integral from 0 to x of e to the minus t squared dt.,Integral from 0 to x of e to the minus t squared dt.,$\int_{0}^{x}(e^{-t})^{2}dt$
the integral from x to 1 with a minus sign dt over 2,$\displaystyle \int_{x}^{1}{-}\frac{dt}{2}$,https://www.youtube.com/watch?v=_JXPe2J069c,"The integral from x to 1 with a minus sign, d t over 2.",The integral from x to 1 with a minus sign. dt over 2.,$\displaystyle\int_{x}^{1}a_{-}\frac{dt}{2}$
minus 2x e to the minus x squared,$-2xe^{-x^{2}}$,https://www.youtube.com/watch?v=_JXPe2J069c,minus 2x e to the minus x squared.,Minus 2x e to the minus x squared.,$-2xe^{-x^{2}}$
f prime of 0 is e to the minus 0 squared which is 1,$\displaystyle f^{\prime}(0)=e^{-0^{2}}=1$,https://www.youtube.com/watch?v=_JXPe2J069c,"f prime of 0 is e to the minus 0 squared, which is 1.","f' of 0 is e to the minus 0 squared, which is 1.",$\displaystylef^{\prime}(0)\text{is}e^{-0^{2}}\text{is}1$
f of minus x is equal to minus f of x,$f(-x)=-f(x)$,https://www.youtube.com/watch?v=_JXPe2J069c,f of minus x is equal to minus f of x.,f of minus x is equal to minus f of x.,"$F(-,x):=-F(x)$"
square root of pi over 2,$\sqrt{\pi}/{2}$,https://www.youtube.com/watch?v=_JXPe2J069c,square root of pi over 2.,The square root of pi over 2.,$\sqrt{\frac{\pi}{2}}$
2 over the square root of pi times the integral from 0 to x e to the minus t squared dt,$\displaystyle \frac{2}{\sqrt{\pi}}\int_{0}^{x}e^{-t^{2}}dt$,https://www.youtube.com/watch?v=_JXPe2J069c,2 over the square root of pi times the integral from 0 to x e to the minus t squared dt.,2 over the square root of pi times the integral from 0 to x e to the minus t squared dt.,$\displaystyle\frac{2}{\sqrt{\pi}}\int_{0}^{x}e^{-t^{2}}dt$
2 over the square root of pi,$\frac{2}{\sqrt{\pi}}$,https://www.youtube.com/watch?v=_JXPe2J069c,by 2 over the square root of pi.,by 2 over the square root of pi.,$\frac{2}{\sqrt{\pi}}$
f of x minus g of x times dx,$(f(x)-g(x))dx$,https://www.youtube.com/watch?v=_JXPe2J069c,f of x minus g of x times dx.,f of x minus g of x times dx.,$f(x)-g(x)dx$
x equals y squared,$\displaystyle x=y^{2}$,https://www.youtube.com/watch?v=_JXPe2J069c,x equals y squared.,x equals y squared.,$\displaystylex=y^{2}$
y equals x minus 2,$\displaystyle y=x-2$,https://www.youtube.com/watch?v=_JXPe2J069c,y equals x minus 2.,y equals x minus 2.,$\displaystyley=x-2$
y squared minus y minus 2 is equal to 0,$y^{2}-y-2~{}=~{}0$,https://www.youtube.com/watch?v=_JXPe2J069c,y squared minus y minus 2 is equal to 0.,y squared minus y minus 2 is equal to 0.,$y^{2}-y-2~{}=~{}0$
y minus two times y plus one is equal to zero,$(y-2)(y+1)=0$,https://www.youtube.com/watch?v=_JXPe2J069c,y minus 2 times y plus 1 is equal to 0.,y minus 2 times y plus 1 is equal to 0.,$y-2(y+1)=0$
y equals x minus 2,$\displaystyle y=x-2$,https://www.youtube.com/watch?v=_JXPe2J069c,y equals x minus 2.,y equals x minus 2.,$\displaystyley=x-2$
x equals y squared,$\displaystyle x=y^{2}$,https://www.youtube.com/watch?v=_JXPe2J069c,x equals y squared.,x equals y squared.,$\displaystylex=y^{2}$
